"Date","EC2-Instances($)","Redshift($)","ElastiCache($)","Elastic Container Service for Kubernetes($)","EC2-Other($)","OpenSearch Service($)","Relational Database Service($)","DocumentDB (with MongoDB compatibility)($)","CloudWatch($)","Kinesis Analytics($)","GuardDuty($)","VPC($)","Elastic Load Balancing($)","Managed Service for Prometheus($)","SageMaker($)","CloudTrail($)","DMS($)","Q($)","Neptune($)","Route 53($)","Kinesis($)","Config($)","Systems Manager($)","QuickSight($)","Inspector($)","Network Firewall($)","DevOps Guru($)","Key Management Service($)","Managed Grafana($)","Security Hub($)","S3($)","WAF($)","Identity and Access Management Access Analyzer($)","Cost Explorer($)","DynamoDB($)","Secrets Manager($)","Elastic Container Service($)","EC2 Container Registry (ECR)($)","IoT SiteWise($)","Bedrock($)","CloudWatch Events($)","IoT Events($)","AppSync($)","Glue($)","X-Ray($)","Elastic MapReduce($)","Elastic File System($)","Location Service($)","Athena($)","Backup($)","IoT($)","API Gateway($)","Lambda($)","Glacier($)","SNS($)","SQS($)","Service Catalog($)","CloudFront($)","Cognito($)","CodeBuild($)","Migration Hub Refactor Spaces($)","Elastic Container Registry Public($)","CloudFormation($)","Total costs($)"
"2023-12-01","224.7722636161","616.8628390104","361.8","58.4614917775","79.5198222746","3.7942886666","8.5811184913","","13.9084166941","20.3593548384","18.5850672399","1.7282191363","14.146261181","0","","7.8416804662","12.768","","10.08","8.7258064515","4.032","7.622","0","","0","","","0.581221152","18","3.72","0.3098230188","0.3550721064","","0.0567125806","2.083213008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.002895","","0.001556","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1498.7792607021"
"2023-12-02","224.8899872018","616.8627685488","361.8","58.4591499862","84.8302759081","3.7942876244","8.5836581713","","17.270102623","20.3593548384","18.8500024274","1.7282196706","14.1455293336","0","","8.2480495845","12.7680002834","","10.08","6.2258064515","4.032","12.017","0","","0","","","0.581221152","","4.125","0.3214104461","0.3550721064","","0.058346129","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003767","","0.001556","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1490.4707164869"
"2023-12-03","226.0705653371","616.8627761733","361.8","58.4585789817","104.7058705467","3.7942879962","8.5748052913","","17.7693796836","20.3593548384","19.5712532807","1.7282182787","14.145438514","0","","9.9188759233","12.768","","10.08","6.2244647503","4.032","35.825","0","","0","","","0.581221152","","9.117","0.3443949179","0.3550697064","","0.0585441935","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.010875","","0.00154","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1543.2376655655"
"2023-12-04","225.9739617094","616.8627872202","361.8","58.4594925637","103.0583453443","3.7942877131","8.5890331293","","17.7298243256","20.3593548384","19.5083834421","1.7282180583","14.3711724338","0","","9.7842055771","12.768","","10.08","6.2258064515","4.032","34.22","0","","0.01","","","0.581221152","","8.911","0.3323815868","0.3550733064","","0.0555880645","0.0000352384","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.010415","","0.001564","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1539.6822891473"
"2023-12-05","234.1554755358","616.8627985323","361.8","58.4585667016","79.676372279","3.7942858267","8.5829312113","","17.1162268445","20.3593548384","18.6440808456","1.7282165406","14.6849452497","","","7.5953300241","12.768","","10.08","6.2258064515","4.032","2.66","0","","0","","","0.581221152","","1.604","0.293411019","0.3550757064","","0.0610216129","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.002298","","0.00158","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1482.2031493718"
"2023-12-06","247.370469147","616.8628095447","361.8","58.4593946977","80.2251506661","3.794363511","8.5799460913","","17.6238057915","20.3593548384","18.7720520007","1.7282174186","14.6850883414","","","7.6244442688","12.768","","10.08","6.2258064515","4.032","2.459","0","","0","","","0.581221152","","1.73328","0.2960294287","0.3550697064","","0.0609248387","0.000013008","0.0381920424","0.0272559212","0.0136924176","0.0004501768","","0.00227","","0.00154","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1496.5598527817"
"2023-12-07","292.707079583","616.8628206804","361.8","58.4588695742","81.2376534736","3.7943954719","8.5847724913","","18.2500933118","20.3593548384","18.9610601782","1.72821846","14.6846481506","","","7.8290247183","12.768","","10.08","6.2258064515","4.032","4.382","0","","0","","","0.581221152","","1.47525","0.2940798854","0.3550703064","","0.0608083871","0.000013008","0.0387296768","0.0273194084","0.0136924176","0.0004501768","","0.002127","","0.001544","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1545.5961141229"
"2023-12-08","383.4899671098","616.8628322211","361.8","58.457368573","80.8041249069","3.7943987763","8.5793804113","","18.321803251","20.3593548384","18.8815025128","1.7282188799","14.3022261343","","","8.0011343201","12.768","","10.08","6.2258064515","4.032","2.081","0","","0","","","0.581224152","","1.50067","0.2948805162","0.3550685064","","0.0609593548","0.000013008","0.0381920424","0.0273390312","0.0136924176","0.0004501768","","0.002117","","0.001532","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1633.445267913"
"2023-12-09","383.4712665204","616.8628429746","361.8","58.4586208854","80.0570260805","3.794398784","8.5844069713","","19.1572179832","20.3593548384","18.8513140197","1.7282195822","14.1460843754","","","7.9430836428","12.768","","10.080459421","6.2258064515","4.032","3.143","0","","0.01","","","0.579877066","","1.92574","0.2954908255","0.3550709064","","0.0595248387","0.000013008","0.0387296768","0.0272941924","0.0136924176","0.0004501768","","0.002227","","0.001548","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1634.7727719598"
"2023-12-10","383.9622673367","616.8628545195","361.8","58.4580268845","86.6081842399","3.7944001688","8.5816800913","","18.9119013714","20.3593548384","19.1186078009","1.7282183177","14.1459803248","","","8.565849684","12.768","","10.083188816","6.2258064515","4.032","12.125","0","","0","","","0.581221152","","3.94786","0.2995850911","0.3550715064","","0.0611093548","0.000013008","0.0387296768","0.0272937712","0.0136924176","0.0004501768","","0.004513","","0.001552","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1653.4624233213"
"2023-12-11","383.4442676021","616.8628012017","361.8","58.4588689842","80.0622692567","3.7943994236","8.5811026513","","18.7688535398","20.3593548384","18.8718046517","1.7282183457","14.1444673191","","","7.9041434252","12.768","","10.083306238","6.2258064515","4.032","2.507","0","","0","","","0.581377152","","1.65107","0.2968693355","0.3550721064","","0.0611335484","0.000013008","0.0387296768","0.027323006","0.0136924176","0.0004501768","","0.002181","","0.001556","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1633.4261426777"
"2023-12-12","383.3413667854","616.8627904008","361.8","58.4581373574","80.072929258","3.7943989406","8.5817333713","","18.9075762102","20.3593548384","16.8103757372","1.7282180803","14.1451248003","","","8.1617296632","12.768","","10.2086332035","6.2243413128","4.032","3.521","0","","0","","","0.581797152","","2.05167","0.3052914543","0.3550727064","","0.0612477419","0.0000176168","0.0387296768","0.0272754272","0.0136924176","0.0004501768","","0.003223","","0.00156","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1633.2177486504"
"2023-12-13","383.4818987583","616.8628011303","361.8","58.459423998","80.7485971891","3.7943987676","8.5813092913","","18.9143235427","20.3593548384","10.3501947475","1.7282186366","14.1442595703","","","8.1479138002","12.768","","10.20776861","6.2245989165","4.032","2.948","0","","0","","","0.586618152","","1.747","0.3096471531","0.3550697064","","0.059763871","0.000013008","0.0371167736","0.0272544","0.0136924176","0.0004501768","","0.003578","","0.00154","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1626.6948167765"
"2023-12-14","383.4396676099","616.8628123548","361.8","58.457729658","80.0696810992","3.7943983429","8.5827603313","","18.8841970085","20.3593548384","10.3133357191","1.7282186423","14.1444231223","","","8.0214991273","12.768","","10.2086053723","6.2258064515","4.032","2.54","0","","0","","","0.588160152","","1.71711","0.3074954062","0.3550673064","","0.0612387097","0.000013008","0.0381920424","0.0272544","0.0136924176","0.0004501768","","0.003239","","0.001524","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1625.3459376181"
"2023-12-15","385.3055045381","614.6662614789","361.8","59.0359133532","80.9760384446","3.7943975856","8.5845267313","","19.6493736009","20.3593548384","10.3695476004","1.7282193107","14.1445143052","","","10.6409969896","12.768","","10.2078130051","6.2258064515","4.032","5.108","0","","0","","","0.588178152","","2.14314","0.3091308057","0.3550715064","","0.0597554839","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003677","","0.001552","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1632.9369241819"
"2023-12-16","389.0583353102","616.8628272675","361.8","60.8594060313","83.1309705695","3.7943987875","8.5801035313","","19.0033208168","20.3593548384","10.6732334363","1.7282179894","14.1450696122","","","18.0736074813","12.768","","10.2094157221","6.2258064515","4.032","11.848","0","","0","","","0.588160152","","3.66188","0.3109719388","0.3550709064","","0.0611606452","0.000013008","0.0387296768","0.02727294","0.0136924176","0.0004501768","","0.004402","","0.001548","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1658.2154310281"
"2023-12-17","439.2067775882","615.0950721753","361.8","60.8592294951","83.4217345077","3.7943989141","8.5823436913","","19.3674583529","20.3593548384","10.6898548971","1.7282183185","14.1464956469","","","18.2400224303","12.768","","10.2076590385","6.2258064515","4.032","12.747","0","","0","","","0.586834066","","3.94624","0.3108947317","0.3550739064","","0.0609258065","0.000013008","0.0387296768","0.027346914","0.0136924176","0.0004501768","","0.004521","","0.001568","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1708.6177273708"
"2023-12-18","458.7049423578","616.8628501431","361.8","60.8584308228","83.8899464428","3.7944099576","8.5821022513","","19.3715423772","20.3593548384","10.70540747","1.7282180769","14.1447231404","","","18.3391646243","12.768","","10.2086112457","6.2258064515","4.032","11.686","0","","0","","","0.588160152","","3.75572","0.3131598025","0.3550739064","","0.0608083871","0.000013008","0.0387296768","0.0274138904","0.0136924176","0.0004501768","","0.004388","","0.001568","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1729.2206989386"
"2023-12-19","454.1529206569","616.8628648413","361.8","57.9910109586","84.8629239142","3.7944193302","8.5825738513","","18.928143728","20.3593548384","10.9249442164","1.7282186566","14.1452608046","","","14.4506291472","12.768","","10.2077226529","6.2258064515","4.032","9.733","0","","0","","","0.588196152","","3.54845","0.3126479801","0.3550721064","","0.0610074194","0.0000254788","0.0387296768","0.0274599264","0.0136924176","0.0004501768","","0.004309","","0.001556","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1716.5014017036"
"2023-12-20","446.8057030818","616.8627980487","361.8","52.792497844","84.897488432","3.7944195967","8.5817256913","","18.8741009197","20.3593548384","11.1716759103","1.7282195757","14.1468080421","","","8.7573625481","12.7680002775","","10.2083043001","6.2258064515","4.032","4.732","0","","0.01","","","0.588178152","","2.95439","0.3135304833","0.3550703064","","0.0611603226","0.000013008","0.0387296768","0.0274632912","0.0136924176","0.0004501768","","0.003739","","0.001544","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1692.9062377138"
"2023-12-21","448.3485979846","616.8628092408","361.8","52.7913794893","85.6820476475","3.7944196778","8.5817789713","","18.2943244586","20.3593548384","10.9624566076","1.7282187302","14.1465043546","","","8.4905105225","12.768","","10.2076499473","6.2258064515","4.032","2.985","0","","0","","","0.588160152","","2.2495","0.3112732641","0.3550727064","","0.06122","0.000013008","0.0387296768","0.0274202724","0.0136924176","0.0004501768","","0.003451","","0.00156","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1691.7114129173"
"2023-12-22","448.1215951901","614.5792026101","361.8","52.7936267933","84.2318106938","3.7943707465","8.5831536913","","19.1534492518","20.3593548384","10.8733419645","1.7282191279","14.1458368622","","","8.4198778525","12.768","","10.2082308745","6.2258064515","4.032","2.652","2.594","","0.01","","","0.588178152","","1.65749","0.3111736401","0.3550733064","","0.0613332258","0.000013008","0.0387296768","0.027344478","0.0136924176","0.0004501768","","0.003244","","0.001564","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1690.1321743511"
"2023-12-23","448.3659959195","616.8627830055","361.8","52.7943915537","84.2303236344","3.7943270819","8.5837210513","","19.1482921427","20.3593548384","10.8475332813","1.7282195342","14.1463732613","","","8.3624962877","12.768","","10.2077013072","6.2258064515","4.032","2.268","9.696","","0","","","0.588157152","","1.67725","0.3122610234","0.3550715064","","0.0613229032","0.0000128725","0.0387296768","0.0272858256","0.0136924176","0.0004501768","","0.003236","","0.001552","0","0","","0.0000109148","","","0.0000004064","","","0","0.0000000076","0","0","","","","","","","","1699.3003522337"
"2023-12-24","448.3474957528","615.8493967776","361.8","52.7945166828","84.2319319119","3.794326818","8.5798287313","","18.7687363852","20.3593548384","5.4817692687","1.7282185109","14.1462247763","","","8.3507287244","12.768","","10.2087180053","6.2258064515","4.032","1.932","9.696","","0.01","","","0.588160152","","1.59958","0.3117133857","0.3550679064","","0.0613690323","0.0000128725","0.0387296768","0.0272548928","0.0136924176","0.0004501768","","0.003223","","0.001528","0","0","","0.0000109148","","","0.0000004064","","","0","0.0000000095","0","0","","","","","","","","1692.1058464787"
"2023-12-25","448.3811957391","616.8627624165","361.8","52.793389973","84.2293561291","3.7943257064","8.5824178513","","18.7688002084","20.3593548384","3.975325835","1.7282185644","14.1451434761","","","8.3521269566","12.768","","10.2078293453","6.2258064515","4.032","2.373","9.696","","0","","","0.588178152","","1.73995","0.3113615325","0.3550709064","","0.0615235484","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003237","","0.001548","0","0","","0.0000109199","","","0.0000004064","","","0","0.0000000067","0","0","","","","","","","","1692.2160736426"
"2023-12-26","448.3900966934","616.8627779256","361.8","52.7923003757","84.2307138866","3.7943298781","8.5814672113","","19.1492915761","20.3593548384","3.9529944776","1.7282193928","14.1449522834","","","8.3415364829","12.768","","10.2085174848","6.2258064515","4.032","2.256","9.696","","0","","","0.588160152","","1.72631","0.312925773","0.3550715064","","0.06161","0.000013008","0.0381920424","0.0272544","0.0136924176","0.0004501768","","0.003266","","0.001552","0","0","","0.0000110347","","","0.0000004064","","","0","","0","0","","","","","","","","1692.4428678755"
"2023-12-27","448.3981953235","616.862791215","364.160633283","52.7924672551","84.6162057586","3.794326756","8.5826996113","","18.7733471398","20.3593548384","3.9456433649","1.7282169316","14.1445436009","","","8.2585129402","12.768","","10.2078616229","6.2258064515","4.032","2.445","9.696","","0","","","0.586834066","","1.73604","0.3116279829","0.3550721064","","0.0617322581","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003223","","0.001556","0","0","","0.0000110347","","","0.0000004064","","","0","","0","0","","","","","","","","1694.9278426264"
"2023-12-28","449.052917683","616.8628020687","365.424","52.7928040768","84.2360368764","3.7943249007","8.5796681713","","18.7703489452","20.3593548384","3.9791326298","1.7282178116","14.1444760639","","","8.6095353014","12.768","","10.2079857624","6.2258064515","4.032","2.28","9.696117","","0","","","0.588178152","","1.79753","0.3177543396","0.3550727064","","0.0620803226","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003273","","0.00156","0","0","","0.0000110066","","","0.0000004064","0.00000125","","0","","0","0","0","","","","0","","","1696.7491294439"
"2023-12-29","448.4171958984","616.8628140747","365.424","52.793664388","84.241818254","3.7943263011","8.5825601713","","19.1488225325","20.3593548384","3.9638109382","1.7282190079","14.1462409253","","","8.313436453","12.768","","10.2085097405","6.2258064515","4.032","2.469","9.696","","0","","","0.58547198","","1.73948","0.3148443884","0.3550715064","","0.0623374194","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003231","","0.001552","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1696.3177192694"
"2023-12-30","448.400996357","616.8628255056","365.424","52.7937809401","84.2450240329","3.7943302847","8.5819460113","","19.1525084311","20.3593548384","3.9365400194","1.7282181656","14.1456055725","","","8.2486545909","12.768","","10.2087198","6.2258064515","4.032","2.025","9.696","","0","","","0.588178152","","1.60042","0.314178781","0.3550709064","","0.0625916129","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003213","","0.001548","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","0","","","1695.6346624537"
"2023-12-31","448.4345948111","616.8628372632","365.424","52.7925188613","84.2498559755","3.7943282201","8.5857965713","","19.4055503746","20.3593548384","3.940573482","1.7282196365","14.1461503181","","","8.2671574672","12.768","","10.2079254581","6.2258064515","4.032","2.136","9.694","","0","","","0.588160152","","1.66448","0.3149142598","0.3550745064","","0.0627283871","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003223","","0.001572","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","0","","","1696.1249730346"
"2024-01-01","448.3815965308","616.8628199268","365.424","52.7943239849","84.4996423352","3.7943287315","8.5810013713","","14.9296140535","20.3593548384","20.1637491009","1.7282167959","14.1451065503","","","8.383085505","12.768","","10.2082694843","8.7258064515","4.032","2.436","0","","0.01","","","0.581797152","9","1.728","0.3163444183","0.3550709064","","0.0609603226","2.083212737","0.0387296768","0.0269705","0.0136924176","0.0004501768","","0.003225","","0.001548","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","0","","","1712.436928289"
"2024-01-02","448.4576959662","616.8627741123","365.424","52.7934538387","84.2413479431","3.794325543","8.5830653713","","18.4797195067","20.3593548384","20.1326923772","1.7282187147","14.1446702436","","","8.3594700455","12.768","","10.2090226732","6.2258064515","4.032","2.013","0","","0","","","0.581797152","9","1.608","0.3191243076","0.3550691064","","0.0630019355","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003222","","0.001536","0","0","","0.0000109148","","","0.0000004064","0.00000125","","0","","0","0","","","","","0","","","1710.6205203773"
"2024-01-03","448.4690958349","616.862785344","365.424","52.7933983482","84.614051851","3.7943288592","8.5775326513","","18.1031981567","20.3593548384","19.9988152238","1.7282189301","14.1446307657","","","8.388941371","12.768","","10.2077792807","6.2258064515","4.032","2.616","0","","0","","","0.581797152","","1.794","0.3211756618","0.3550733064","","0.0631380645","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003254","","0.001564","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1702.3080910916"
"2024-01-04","448.3247959633","616.8627965568","365.424","52.7917013579","84.261745432","3.7943285392","8.5862969713","","18.1037989306","20.3593548384","20.2691450696","1.7282186074","14.1447516395","","","8.334010492","12.768","","10.2084736468","6.2258064515","4.032","2.517","0","","0","","","0.581797152","","1.784","0.3214572089","0.3550733064","","0.0646187097","0.000013008","0.0381920424","0.0272544","0.0136924176","0.0004501768","","0.003238","","0.001564","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","0","","","1701.9275862393"
"2024-01-05","448.4857983278","616.1632144835","365.424","52.7951703552","84.247607564","3.7943326472","8.5813462513","","18.1016579202","20.3593548384","20.1008643805","1.7282177678","14.1445659646","","","8.2825489725","12.768","","10.2084844948","6.2258064515","4.032","1.794","0","","0","","","0.581797152","","1.558","0.3207806244","0.3550733064","","0.0632064516","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003228","","0.001564","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","0","","","1700.2007709541"
"2024-01-06","448.4239952802","616.8627615267","365.424","52.7952328979","84.2506094497","3.7943292857","8.5806612913","","18.1076638842","20.3593548384","20.1311214332","1.7282174031","14.1447534248","","","8.3011391584","12.768","","10.2079563028","6.2258064515","4.032","2.559","0","","0","","","0.581797152","","1.806","0.3185541477","0.3550703064","","0.0648983871","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003229","","0.001544","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","0","","","1701.9078466215"
"2024-01-07","448.5067957514","615.7503300102","365.424","52.7948078447","84.2783399421","3.7943284203","8.5836552913","","18.8567710671","20.3593548384","20.1276180287","1.7282176396","14.1446507347","","","8.4667001438","12.768","","10.2082877908","6.2258064515","4.032","13.518","0.00078","","0","","","0.581800152","","1.109","0.3187136039","0.3550685064","","0.0649719355","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.003233","","0.001532","0","0","","0.0000109148","","","0.0000004064","0.00000125","","0","0.0000000045","0","0","0","","","","0","","","1712.0829154073"
"2024-01-08","448.5174959928","616.8628165959","365.424","52.794090208","84.3248961448","3.7943293068","8.5822685713","","19.0879102578","20.3593548384","20.1721358969","1.7282182301","14.1447050874","","","8.2808846271","12.768","","10.2070736788","6.2258064515","4.032","2.012","0.000195","","0","","","0.581806152","","0.034","0.3234242736","0.3550673064","","0.0650277419","0.000013008","0.0387096768","0.0272544","0.0136924176","0.0004501768","","0.003233","","0.001524","0","0","","0.0000109148","","","0.0000004064","","","0","0.0000000034","0","0","0","","","","","","","1700.7623943653"
"2024-01-09","448.5289953928","616.862830623","365.424","52.7947879294","84.3128154881","3.7943925482","8.5802496913","","19.3414678824","20.3593548384","20.0774915669","1.7282181682","14.1450834863","","","8.2189090235","12.768","","10.2082151668","6.2258064515","4.032","2.457","0","","0","","","0.581863152","","0.034","0.3227369384","0.3550679064","","0.0651890323","0.000013008","0.0387096768","0.0272544","0.0136924176","0.0004501768","","0.003236","","0.001528","0","0","","0.0000109148","","","0.0000004064","","","0","0.0000000076","0","0","","","","","0","","","1701.3033702939"
"2024-01-10","448.4637965257","616.8628443069","365.424","52.7933424318","85.1052000062","3.7944284392","8.5834032913","","18.7740584976","20.3593548384","20.0868285537","1.7282180133","14.1452091919","","","8.2030279616","12.768","","10.2082255348","6.2258064515","4.032","2.76","0","","0","","","0.585112152","","0.034","0.3216913899","0.3550691064","","0.0652196774","0.000013008","0.0387096768","0.0272544","0.0136924176","0.0004501768","","0.003429","","0.001536","0","0","","0.0000109148","","","0.0000004064","","","0","0.0000000027","0","0","","","","","","","","1701.7639323727"
"2024-01-11","448.5861919746","616.8628553172","365.424","52.7937981398","86.2388286758","3.7944290709","8.5813762513","","18.3022971978","20.3593548384","20.1985562012","1.7282158396","14.1445595731","","","8.2279244773","12.768","","10.2087730684","6.2258064515","4.032","3.288","0","","0","","","0.588067152","","0.034","0.321550074","0.3550679064","","0.0651083871","0.0000128725","0.0387096768","0.0269705","0.0136924176","0.0004501768","","0.003825","","0.001528","0","0","0.0072114646","0.0000109148","","","0.0000004064","","","0","0.0000000056","0","0","","","","","","","","1703.2211720315"
"2024-01-12","448.5422954571","616.268274578","365.424","52.7930344831","84.322062384","5.5682752952","8.5812166404","","18.3601413296","20.3593548384","11.5032437812","1.7282168351","14.1450169558","","","8.1556027394","12.768","","10.2067715264","6.2241379103","4.032","2.301","0","","0","","","0.586693066","","0.034","0.3181835993","0.3550667064","","0.0650612903","0.0000128725","0.0387096768","0.0269705","0.0136924176","0.0004501768","","0.003266","","0.00152","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1692.7262823809"
"2024-01-13","448.6891973426","616.8628572978","365.424","52.7938682143","85.9455654564","9.1159250275","8.5844237713","","18.0285980966","20.3593548384","10.871198161","1.7282194547","14.144613379","","","8.2313314192","12.768","","10.2085799643","6.2258064515","4.032","4.725","0","","0","","","0.588022152","","0.034","0.316237149","0.3550679064","","0.0650680645","0.000013008","0.0387096768","0.0272544","0.0136924176","0.0004501768","","0.003932","","0.001528","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1700.1825251469"
"2024-01-14","448.0280286992","616.8628689312","365.424","52.7946307057","84.290190034","9.1159281813","8.5809836113","","17.9861321065","20.3593548384","10.8968737731","1.728218987","14.1447325169","","","8.143726325","12.768","","10.2082064154","6.2239022503","4.032","2.385","0","","0","","","0.588040152","","0.034","0.3156723729","0.3550685064","","0.0650493548","0.000013008","0.0387096768","0.0272544","0.0136924176","0.0004501768","","0.003281","","0.001532","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1695.4155517618"
"2024-01-15","416.9644942387","616.8628803675","365.424","51.9261341474","80.7717804707","9.11599448","8.5780702513","","17.2710163843","20.3593548384","9.6818165798","1.7282171845","13.1019698245","","","7.7322595734","12.768","","10.2075530763","6.2258064515","4.032","4.317","0","","0","","","0.58560698","","0.034","0.3086909695","0.3550679064","","0.0633967742","0.0001438165","0.0387096768","0.0269705","0.0136924176","0.0004501768","","0.002084","","0.001528","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1658.4987004073"
"2024-01-16","413.9937491168","616.8628915167","365.424","52.1095256854","79.817247543","9.1159492448","8.5868264113","","16.889961429","20.3593548384","9.4558916622","1.7282148467","13.0045729378","","","7.5058259832","12.768","","10.2080249493","6.2258064515","4.9762460669","1.82","0","","0","","","0.588037152","","0.034","0.3099913692","0.3550661064","","0.0632603226","0.0000128725","0.0387096768","0.0269705","0.0136924176","0.0004501768","","0.001016","","0.001516","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1652.2848225981"
"2024-01-17","414.0816151714","616.8629025396","365.424","52.1091040218","80.2417942643","9.1159676999","8.5794768913","","17.2210861146","20.3593548384","9.5754684433","1.7282195874","13.0051269588","","","8.0460259914","12.768","","10.2087430514","6.2258064515","6.4211388804","10.545","0","","0","","","0.588022152","","0.034","0.3099563125","0.3550667064","","0.061596129","0.000013008","0.0387096768","0.0272544","0.0136924176","0.0004501768","","0.009266","","0.00152","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1663.9583892058"
"2024-01-18","414.060549003","616.8628784559","365.424","52.1095495786","79.8316051599","9.1159587788","8.5836622513","","17.4496762867","20.3593548384","9.4732223043","1.7282201891","13.0050070381","","","7.7993973835","12.768","","10.2083451549","6.2258064515","6.4211477198","1.878","0","","0","","","0.588022152","","0.034","0.3116852698","0.3550685064","","0.0615080645","0.000013008","0.0387096768","0.0272544","0.0136924176","0.0004501768","","0.000991","","0.001532","0","0","","0.0000109148","","","0.0000004064","0.00000125","","0","","0","0","","","","","0","","","1654.7373198369"
"2024-01-19","414.0433487026","616.862840583","365.424","52.1096113187","79.8477694391","9.116043806","8.5823028913","","17.071268178","20.3593548384","7.5554410814","1.7282194741","13.0054758686","","","7.4436715267","12.768","","10.208438776","6.2061071115","6.4211184244","1.875","0","","0","","","0.588040152","","0.034","0.3074481089","0.3550691064","","0.0629567742","0.000013008","0.0387096768","0.0272544","0.0136924176","0.0004501768","","0.000971","","0.001536","0","0","","0.0000109148","","","0.0000004064","","","0","","0","0","","","","","","","","1652.0581641617"
"2024-01-20","413.9590491499","616.8628513095","365.424","52.1098952324","79.8392634376","9.1159793353","8.5803332113","","17.0715989764","20.3593548384","9.4181026292","1.7282180259","13.0046478778","","","7.4720466257","12.768","","10.2076189596","6.2258064515","6.4212907745","1.62","0","","0","","","0.588022152","","0.034","0.3065729112","0.3550691064","","0.0628022581","0.000013008","0.0387096768","0.0272544","0.0136924176","0.0004501768","","0.001","","0.001536","0","0","","0.0000109658","","","0.0000004064","","","0","","0","0","","","","","","","","1653.6171903141"
