"Date","EC2-Instances($)","Redshift($)","ElastiCache($)","Elastic Container Service for Kubernetes($)","EC2-Other($)","OpenSearch Service($)","Relational Database Service($)","DocumentDB (with MongoDB compatibility)($)","CloudWatch($)","Kinesis Analytics($)","GuardDuty($)","VPC($)","Elastic Load Balancing($)","Managed Service for Prometheus($)","SageMaker($)","CloudTrail($)","DMS($)","Q($)","Neptune($)","Route 53($)","Kinesis($)","Config($)","Systems Manager($)","QuickSight($)","Inspector($)","Network Firewall($)","DevOps Guru($)","Key Management Service($)","Managed Grafana($)","Security Hub($)","S3($)","WAF($)","Identity and Access Management Access Analyzer($)","Cost Explorer($)","DynamoDB($)","Secrets Manager($)","Elastic Container Service($)","EC2 Container Registry (ECR)($)","IoT SiteWise($)","Bedrock($)","CloudWatch Events($)","IoT Events($)","AppSync($)","Glue($)","X-Ray($)","Elastic MapReduce($)","Elastic File System($)","Location Service($)","Athena($)","Backup($)","IoT($)","API Gateway($)","Lambda($)","Glacier($)","SNS($)","SQS($)","Service Catalog($)","CloudFront($)","Cognito($)","CodeBuild($)","Migration Hub Refactor Spaces($)","Elastic Container Registry Public($)","CloudFormation($)","Total costs($)"
"2024-03-03","642.2579352811","616.8628188084","365.424","68.2269246192","91.5363995358","80.8187262182","8.5822887913","45.7938556272","30.0510807076","20.3593548384","44.5161967511","32.0177870023","19.5471109186","43.221576153","","19.8925912181","12.768","","10.2087636265","6.2258064515","6.4183204931","2.459","0","","0","","","0.936641856","","0.034","0.3699877065","0.3550715064","","0.0841267742","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.001025","","0.001552","0","0","","0.0000111572","0","","0.0000004064","","","0","","0","0","","","","","0","","","2169.0510831273"
"2024-03-04","642.2578669239","616.8628303011","365.424","68.2270824758","91.4734728895","80.8053212903","8.5815422223","45.7938556272","30.0741841326","20.3593548384","44.5522687292","32.0168228611","19.547403886","43.427395938","","19.8469202593","12.768","","10.208770598","6.2258064515","6.4184735117","2.039","0","","0.01","","","0.936647856","","0.034","0.374538159","0.3550715064","","0.0826867742","0.0000128725","0.0381870424","0.0272544","0.0136924176","0.0004501768","","0.000942","","0.001552","0","0","","0.0000111572","0","","0.0000004064","","","0","","0","0","","","","","0","","","2168.7854197044"
"2024-03-05","642.1399574817","616.8628456098","365.424","68.226810496","91.4992379724","80.8189059823","8.5857300337","45.7938556716","30.093709706","20.3593548384","44.4786063174","32.0219708471","19.54770252","33.331764016","","19.9686371791","12.768","","10.2083678881","6.2242953065","6.4184773764","2.279","0","","0.01","","","0.936656856","","0.034","0.3765310224","0.3550697064","","0.0847632258","0.000013008","0.0387346768","0.0272544","0.0136924176","0.0004501768","","0.000979","","0.00154","0","0","","0.0000111572","0","","0.0000004064","","","0","","0","0","","","","","0","","","2158.9309252959"
"2024-03-06","743.9137836941","616.8627857805","365.424","69.0033727859","109.2446469685","80.8005478262","8.5790561137","45.7938558344","32.1496337179","20.3593548384","46.9520103815","32.1473768773","19.5473152214","19.4642996673","","22.8387704565","12.768","","10.2089530196","6.224107909","6.4184528632","60.29","0","","0","","","0.949287458","","0.034","0.3949262579","0.3550703064","","0.0848390323","0.000068042","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.045282","","0.001544","0","0","","0.0000111572","0","","0.0000004064","","","0","","0","0","","","","","0","","","2330.9354792868"
"2024-03-07","1704.365768967","616.8627868467","365.424","70.6266098478","149.4083160215","80.8178354788","8.5860237937","45.7938560335","37.2941263119","20.3593548384","52.8063417146","32.379656054","19.547192151","19.7545104217","","29.7734521207","12.768","","10.2087075121","6.2258064515","6.4184793431","170.28","0","","0.01","","","0.97995492","","0.034","0.4528684084","0.3550727064","","0.0851919355","0.000013008","0.0387246768","0.0272544336","0.0136924176","0.0004501768","","0.157426","","0.00156","0","0","","0.0000111572","0","","0.0000004064","0","","0","","0","0","","","","","0","","","3461.8570441547"
"2024-03-08","2862.6860558472","616.8627986043","365.424","70.6242175117","102.7979444391","80.8378164836","8.5802369137","45.7938561766","33.5006361008","20.3593548384","33.8826016092","32.3778868838","19.548257592","19.7844509023","","23.4298878603","12.768","","10.2074744036","6.2258064515","6.41857525","4.171","0","","0","","","1.098240488","","0.034","0.3781831434","0.3550715064","","0.0860796774","0.000013008","0.0387196768","0.0272933712","0.0136924176","0.0004501768","","0.000965","","0.001552","0","0","","0.0000111522","0","","0.0000004064","","","0","","0","0","","","","","0","","","4378.3151298923"
"2024-03-09","2862.7820998328","616.8628101312","365.424","70.6247868233","102.8585824411","80.8378539551","8.5825711537","45.7938562488","33.5367246124","20.3593548384","32.5883988472","32.3713887322","19.5484679235","19.2424007385","","23.4703829625","12.768","","10.2090992137","6.2258064515","6.4185669733","3.148","0","","0","","","1.108939176","","0.034","0.3754236457","0.3550685064","","0.0868790323","0.0000128725","0.0387246768","0.0270581164","0.0136924176","0.0004501768","","0.001015","","0.001532","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","4375.6959589408"
"2024-03-10","2862.7819261419","616.5079935804","365.424","70.6241821831","102.8794273012","80.8375894845","8.5827348337","45.793856256","33.50082052","20.3593548384","32.5093570663","32.3744412689","19.54742874","19.0769304658","","23.4652707625","12.768","","10.2080801857","6.2258064515","6.4186363977","4.3","0","","0","","","1.108957176","","0.034","0.3798229945","0.3550721064","","0.0853435484","0.000013008","0.0387346768","0.0273620792","0.0136924176","0.0004501768","","0.001062","","0.001556","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","4376.2319141024"
"2024-03-11","1972.8810249519","616.8628338981","365.424","70.6244076889","100.6648553106","80.8375392364","8.5815074737","45.7938563648","33.2569371444","20.3593548384","31.9055253733","32.3742559619","19.5473406439","19.145379036","","22.5090818488","12.768","","10.2086346457","6.2258064515","6.418545397","15.337","0","","0","","","1.108924176","","0.034","0.3901932661","0.3550709064","","0.0861151613","0.000013008","0.037654408","0.0273762056","0.0136924176","0.0004501768","","0.006408","","0.001548","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3493.7873434322"
"2024-03-12","687.7799419102","616.8628243977","365.424","70.6261332972","95.89994779","80.8375467795","8.5796573137","45.793856424","32.4764715612","20.3593548384","31.0738476713","32.3722826829","19.5475770615","19.1564406093","","19.7963589707","12.768","","10.2081779473","6.2258064515","6.4186806427","2.38","0","","0","","","1.10759209","","0.034","0.3852422999","0.3550697064","","0.0865090323","0.0000128725","0.0381870424","0.0270678312","0.0136924176","0.0004501768","","0.001042","","0.00154","0","0","","0.0000110347","0","","0.0000004064","0","","0","","0","0","","","","","0","","","2186.6373232593"
"2024-03-13","687.7541156182","616.8627760248","365.424","70.6260930571","96.9459095369","80.8377864406","8.5821485137","45.793856424","32.1567467717","20.3593548384","30.9716677269","32.3797357477","19.5483220536","19.3244403264","","19.8067999785","12.768","","10.2085967593","6.2258064515","6.4182281681","3.352","5.51","","0","","","1.108930176","","0.034","0.3896402536","0.3550703064","","0.0886354839","0.000013008","0.0387196768","0.0273402096","0.0136924176","0.0004501768","","0.001203","","0.001544","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","2193.9156345872"
"2024-03-14","687.8058895014","616.8627878796","365.424","70.6260303683","95.7608615088","80.8375221563","8.5854617137","45.793856424","32.4988833602","20.3593548384","29.7565728645","32.3786679748","19.5474969954","19.4063016601","","19.7447697149","12.7680003152","","10.2084640513","6.2258064515","6.4185452862","2.437","12.768","","0","","","1.108930176","","0.034","0.3854311413","0.3550703064","","0.0881329032","0.000013008","0.0387246768","0.0272895076","0.0136924176","0.0004501768","","0.001058","","0.001544","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","2198.2686208194"
"2024-03-15","1411.2031899568","615.5642582165","365.424","70.6259473997","124.2149993948","80.8377555105","8.5798241137","45.7938564647","33.2911512838","20.3593548384","20.812768716","32.3828596783","19.5485371002","19.2858488899","","23.7564762865","12.768","","10.2083145428","6.2258064515","6.4183808806","50.374","15.508","","0","","","1.108975176","","0.034","0.4133600432","0.3550697064","","0.088373871","0.000013008","0.0387346768","0.0272544364","0.0136924176","0.0004501768","","0.043573","","0.00154","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","2995.308377678"
"2024-03-16","1797.9501070109","616.8628096728","365.424","70.6259943328","99.3570980455","81.3827080767","8.5817157937","45.7938565239","33.2961817727","20.3593548384","20.3895028845","32.3807117243","19.5475441231","19.2730480052","","21.4082187381","12.768","","10.2082243129","6.2258064515","6.4185424719","3.058","17.476","","0","","","1.108924176","","0.034","0.3817977791","0.3550655064","","0.0889322581","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.000896","","0.001512","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3310.8387036188"
"2024-03-17","1797.8320397907","614.580390372","365.424","70.6245992044","99.3798647133","80.8377621857","8.5840953937","45.7938566904","33.8453907198","20.3593548384","20.3804004612","32.3784153745","19.547646223","19.3058402663","","21.4450427852","12.768","","10.2082334449","6.2258064515","6.4184314524","2.242","17.472","","0","","","1.108939176","","0.034","0.3825703194","0.3550691064","","0.087156129","0.000013008","0.0387246768","0.0272544","0.0136924176","0.0004501768","","0.000907","","0.001536","0","0","","0.0000110347","0","","0.0000004064","0","","0","","0","0","","","","","0","","","3307.7034942185"
"2024-03-18","1797.924098487","616.8628321926","365.424","70.6255272922","99.3865970209","80.837730851","8.5805695537","45.7938566904","33.8622484349","20.3593548384","20.3630001522","32.374747378","19.5472082181","19.3389448801","","21.3948478006","12.768","","10.2084976964","6.2258064515","6.4186743476","2.959","17.472","","0","","","1.108930176","","0.034","0.3857472443","0.3550745064","","0.0874974194","0.000013008","0.0387546768","0.0272544","0.0136924176","0.0004501768","","0.000916","","0.001572","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3310.781455752"
"2024-03-19","1797.7140575511","616.8628433136","365.424","70.6251039357","99.8757145446","80.8377925131","8.5816613137","45.7938566904","33.8504406912","20.3593548384","20.4303234483","32.3835126162","19.5477277042","19.3506474282","","21.4080828615","12.768","","10.2080942665","6.2258064515","6.4184733074","3.952","17.472","","0","","","1.108918176","","0.034","0.3886104699","0.3550715064","","0.0879412903","0.000013008","0.0381870424","0.0272544","0.0136924176","0.0004501768","","0.00097","","0.001552","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3312.1461654041"
"2024-03-20","1797.7141746885","616.8628545087","365.424","70.6260162991","101.2026924063","80.8375829138","8.5842979537","45.7938566904","33.4754811172","20.3593548384","20.4732434382","32.3854893132","19.5472296202","19.4993232676","","21.8010800599","12.768","","10.2094433185","6.2258064515","6.4185493146","7.597","17.472","","0","","","1.108954176","","0.034","0.3943643571","0.3550703064","","0.0882216129","0.000013008","0.0387346768","0.0272544","0.0136924176","0.0004501768","","0.001314","","0.001544","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3317.3411007725"
"2024-03-21","1797.9498968806","616.8628661391","365.424","70.6247302345","99.4617921882","80.8374641975","8.5842045937","45.7938567607","33.7058202921","20.3593548384","20.263178925","32.3814008557","19.5470151041","19.854240103","","21.6252043389","12.768","","10.2079102105","6.2258064515","6.4185338543","3.709","17.472","","0.01","","","1.108912176","","0.034","0.3898266706","0.3550685064","","0.0902593548","0.0000128725","0.0387296768","0.0269705","0.0136924176","0.0004501768","","0.000916","","0.001532","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3312.1466577604"
"2024-03-22","1797.4258746223","616.8628599789","365.424","70.6260879116","99.9372312558","80.8374600727","8.5813641937","45.7938567792","33.3727684541","20.3593548384","20.2530116712","32.3785970812","19.5471054134","19.8890531759","","21.6530037991","12.768","","10.208904542","6.2258064515","6.4184415597","5.26","17.472","","0.01","","","1.108927176","","0.034","0.3933726617","0.3550679064","","0.0900006452","0.000013008","0.0387246768","0.0272544","0.0136924176","0.0004501768","","0.000994","","0.001528","0","0","","0.0000110347","0","","0.0000004064","0","","0","","0","0","","","","","0","","","3313.3688183103"
"2024-03-23","1794.9030582925","616.862805876","365.424","70.6252712741","99.7909859857","80.8360571286","8.5778109937","45.7938568996","33.4444894311","20.3593548384","20.346202435","32.3817742341","19.5473393911","19.9239326856","","21.9101834543","12.768","","10.2085546321","6.2258064515","6.4184426494","3.832","17.44","","0","","","1.108918176","","0.034","0.3893799324","0.3550715064","","0.0896870968","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.001139","","0.001552","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3309.6798154847"
"2024-03-24","1792.2599105565","616.8628169877","365.424","70.6253016687","99.6019477119","81.1145718589","8.5848324337","45.7938569544","34.3802368492","20.3593548384","20.1598297964","32.3824669298","19.5473227669","19.9406323161","","21.197414923","12.768","","10.2079546441","6.2258064515","6.4281341534","2.956","17.376","","0","","","1.108918176","","0.034","0.3901363734","0.3550721064","","0.0871670968","0.000013008","0.0387246768","0.0272544","0.0136924176","0.0004501768","","0.00102","","0.001556","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3306.2544077135"
"2024-03-25","1731.9360735158","616.8628286745","365.424","70.6245068335","116.3000481983","81.0625187509","8.5817004337","45.7938554003","33.86931049","20.3593548384","20.5938199157","32.3816238792","19.5472293155","19.8237770871","","23.0184335587","12.768","","10.2088054556","6.2258064515","6.4182795226","25.969","17.176","","0","","","1.108984176","","0.034","0.4094308645","0.3550673064","","0.0893348387","0.0000128725","0.0387346768","0.0269705","0.0136924176","0.0004501768","","0.035219","","0.001524","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3287.0584045917"
"2024-03-26","1799.294165394","616.8628395408","365.424","70.6241794882","107.2377795715","80.7979639033","8.5841534737","45.7938570432","33.7466213103","20.3593548384","20.3356477602","32.3714943446","19.5468830457","19.2106276385","","21.8153951713","12.7680003063","","10.2078555457","6.2258064515","6.4182447478","18.751","17.376","","0","","","1.108912176","","0.034","0.4039292371","0.3550679064","","0.0870535484","0.0000128725","0.037654408","0.0269705","0.0136924176","0.0004501768","","0.010182","","0.001528","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3335.8313342589"
"2024-03-27","1792.2340353088","616.8628131363","365.424","70.6248414291","100.6299591345","80.7720713865","8.5822608337","45.7938571468","33.5723124393","20.3593548384","20.1983946979","32.3761021359","19.5475954435","19.2744926615","","21.1915988549","12.768","","10.2085724377","6.2258064515","6.4184967239","3.934","17.376","","0.01","","","1.108927176","","0.034","0.3995529439","0.3550739064","","0.0896848387","0.000013008","0.0387246768","0.0272544","0.0136924176","0.0004501768","","0.001113","","0.001568","0","0","","0.0000110347","0","","0.0000004064","0","","0","","0","0","","","","","0","","","3306.4546310455"
"2024-03-28","1792.234097169","616.8627794541","365.424","70.6244157903","99.615623115","80.7720717631","8.5771814737","45.7938572245","32.9168629338","20.3593548384","19.7224951511","32.3809528622","19.5471915897","19.3026287555","","21.1128974693","12.768","","10.2091371697","6.2258064515","6.4182726652","3.283","17.376","","0","","","1.108921176","","0.034","0.3990463958","0.3550709064","","0.0902270968","0.000013008","0.0387196768","0.0272544","0.0136924176","0.0004501768","","0.000956","","0.001548","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3303.5965365714"
"2024-03-29","1792.2860249331","616.5076605408","365.424","70.6244511231","99.9244025587","80.7720925611","8.5842981937","45.7938574264","33.3080094388","20.3593548384","20.2002944572","32.3806364811","19.5491712462","19.3471979025","","21.1900341217","12.768","","10.2080826212","6.2258064515","6.4182471152","3.424","17.376","","0","","","1.108915176","","0.034","0.4018018924","0.3550691064","","0.0902141935","0.0000128725","0.0387246768","0.0269705","0.0136924176","0.0004501768","","0.000929","","0.001536","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3304.7439494638"
"2024-03-30","1792.2860078294","616.8628020291","365.424","70.6246165873","99.6888734592","80.7643006902","8.5852217137","45.7938575885","32.9396507558","20.3593548384","20.2052262947","32.3818049878","19.5469454917","19.3754819917","","21.1015666149","12.768","","10.2082357513","6.2258064515","6.4182530814","2.974","17.376","","0","","","1.108945176","","0.034","0.4012609257","0.3550697064","","0.0902022581","0.000013008","0.0387346768","0.0272544","0.0136924176","0.0004501768","","0.000937","","0.00154","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3303.9821173431"
"2024-03-31","1792.259891504","616.5942952176","365.424","70.6248155098","99.6791935071","81.0328414921","8.5798003537","45.793857766","33.3055455577","20.3593548384","20.2738479362","32.3805711656","19.5479273265","19.3917544325","","21.2419282382","12.768","","10.2088537633","6.2258064515","6.4182530597","3.427","21.336","","0.01","","","1.108912176","","0.034","0.4013121314","0.3550721064","","0.0932873333","0.000013008","0.0387296768","0.0272544","0.0136924176","0.0004501768","","0.000927","","0.001556","0","0","","0.0000110347","0","","0.0000004064","","","0","","0","0","","","","","0","","","3308.9587559873"
"2024-04-01","1792.2338647948","616.8649182447","365.424","130.625312464","100.3230325863","80.8355187607","8.5820349179","45.7939197672","29.4609082759","20.3899999992","46.6061485299","32.3746433945","19.5473103161","39.845302896","","21.1505859879","12.768","","10.2082110601","8.7333333331","6.4181498761","3.019","0","","0","","","1.1344883424","18","0.034","0.4096850678","0.3668976672","","0.0900873333","2.016013008","0.0400150032","0.0272544","0.0141488376","0.0004501768","","0.000921","","0.00154","0","0","","0.0000113778","0","","0.00000042","0.00000125","","0","","0","0","","","","","0","","","3413.3397090885"
"2024-04-02","1758.718481321","616.8649297248","365.424","130.6257366553","100.2297162253","80.8234977936","8.5870350779","45.7939198374","32.4615228218","20.3899999992","45.6594401838","32.3828705076","19.550313031","43.476111606","","20.1331428502","12.768","","10.2090292321","6.2333333331","6.4186608737","4.093","0","","0","","","1.1344913424","","0.034","0.4120884936","0.3668988672","","0.0932246667","0.0000265628","0.0400100032","0.0272544","0.0141488376","0.0004501768","","0.001312","","0.001548","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","3362.9682062219"
"2024-04-03","1746.9481983377","616.8648763632","365.424","130.6257384059","101.1367897129","81.0985164072","8.5839378779","45.7939198608","31.85913569","20.3899999992","44.5828922229","32.3835706502","19.5470163684","43.631174292","","19.6313917348","12.768","","10.2088084436","6.2333333331","6.4186555906","4.186","0","","0","","","1.1345003424","","0.034","0.4145255559","0.3668940672","","0.0931646667","0.000012737","0.0394594476","0.0266866","0.0141488376","0.0004501768","","0.001248","","0.001516","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","3350.4425735194"
"2024-04-04","1746.9219272151","616.8648708597","365.424","130.6257466564","99.4921280664","80.8689927865","8.5856601179","45.793919914","32.9395904932","20.3899999992","44.5625497176","32.3787590508","19.5478388064","44.4344987402","","19.5543661163","12.768","","10.2078674137","6.2333333331","6.4185931677","3.364","0","","7.4102477785","","","1.1345063424","","0.034","0.4143065753","0.3668958672","","0.0928536667","0.0000128725","0.0394694476","0.0269705","0.0141488376","0.0004501768","","0.000985","","0.001528","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","3356.9130293166"
"2024-04-05","1746.9739361947","616.8648823638","365.424","130.6257474309","99.8379864722","80.8611158171","8.5819662779","45.793987335","32.0719478555","20.3899999992","44.2651592026","32.3783483323","19.5493055212","32.6107156861","","19.5527588596","12.768","","10.2094634257","6.2333333331","6.4187342873","3.559","0","","8.2972","","","1.1346233424","","0.034","0.4138800394","0.3668982672","","0.092779","0.000013008","0.0401000032","0.0272544","0.0141488376","0.0004501768","","0.000919","","0.001544","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","3345.3942102666"
"2024-04-06","1746.8780591414","616.8648939921","365.424","130.6257522192","99.586710375","80.8437478016","8.5855362779","45.7939903598","32.3736802149","20.3899999992","44.4445441157","32.3815053272","19.5475420596","19.8492458976","","19.6018445542","12.768","","10.2084247177","6.2333333331","6.4187509375","2.71","0","","8.2872","","","1.1393694535","","0.034","0.4090476618","0.3668964672","","0.0929","0.000013008","0.0400450032","0.0272544","0.0141488376","0.0004501768","","0.000906","","0.001532","0","0","","0.0000113778","0","","0.00000042","0.00000125","","0","","0","0","","","","","0","","","3331.9433373796"
"2024-04-07","1746.6860326133","616.6411425411","365.424","130.6257549267","100.0463053845","80.8436891184","8.5844610779","45.7939904472","34.0599045849","20.3899999992","40.6196568418","32.6675465144","20.0205981537","22.8252027923","","19.7518200061","12.768","","10.2080330497","6.2333333331","6.4188396924","3.19","0","","8.2778836503","","","1.1462093424","","0.034","0.4118729139","0.3668994672","","0.0929083333","0.0000688544","0.0401200032","0.0272544","0.0141488376","0.0004501768","","0.001001","","0.001552","0","0","","0.0000113778","0","","0.00000042","","","0","0.0000000238","0","0","","","","","0","","","3334.2126918774"
"2024-04-08","1653.0391885119","616.8649171152","365.424","130.6257568009","106.9564957212","81.1139008244","8.5849835579","45.7939905241","34.0878257464","20.3899999992","29.6707693412","33.0997892409","20.6277268493","27.8208532748","","20.3153299074","12.768","","10.2094274612","6.2333333331","6.4190080281","15.028","0","","8.4839561689","","","1.1454773424","","0.034","0.4148393761","0.3668970672","","0.0927966667","0.000013008","0.0394594476","0.0272544","0.0141488376","0.0004501768","","0.009995","","0.001536","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","3255.7041315263"
"2024-04-09","670.2195269002","616.864928922","365.424","130.6257534304","96.9470527352","80.8435512993","8.5849545179","45.793990632","33.2271581504","20.3899999992","28.5822824059","33.0939104454","20.6276586949","27.4691374047","","17.8411725201","12.768","","10.2085293937","6.2333333331","6.4189177919","3.544","0","","5.9430277814","","","1.1455043424","","0.034","0.4156070252","0.3668970672","","0.0923693333","0.000013008","0.0400250032","0.0272544","0.0141488376","0.0004501768","","0.001692","","0.001536","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","2243.7903953492"
"2024-04-10","614.0959194638","616.8649402758","365.424","130.6257595889","97.1147729621","81.1137443437","8.5809445979","45.7939906852","33.0031064697","20.3899999992","28.3640176889","33.0971110691","20.6282437581","25.4248085921","","17.7429252322","12.768","","10.2083057257","6.2315909369","6.4178620866","3.34","0","","5.7652","","","1.1454743424","","0.034","0.4175757275","0.3668988672","","0.091805","0.000013008","0.0394644476","0.0272544","0.0141488376","0.0004501768","","0.001102","","0.001548","0","0","","0.0000113635","0","","0.00000042","","","0","","0","0","","","","","0","","","2185.1349900665"
"2024-04-11","614.147864672","616.8649522464","365.424","130.6257560024","96.5632992298","80.8434322651","8.5879972379","45.793991043","33.7490512128","20.3899999992","28.2954053098","33.1036642684","20.6282224611","25.465914895","","17.8051739936","12.768","","10.2085781352","6.2318106944","6.4179625814","2.191","0","","5.7552","","","1.1454863424","","0.034","0.4202517966","0.3668964672","","0.0915526667","0.000013008","0.0400150032","0.0272544","0.0141488376","0.0004501768","","0.000954","","0.001532","0","0","","0.0000113778","0","","0.00000042","0.00000125","","0","","0","0","","","","","0","","","2184.0038439938"
"2024-04-12","614.1738388546","616.4557900744","365.424","130.6257576135","96.7376149646","80.8433260136","8.5822835579","45.793991596","33.4474436887","20.3899999992","28.2702493715","33.1034072931","20.628053882","25.6013929973","","17.7023962375","12.768","","10.2093055752","6.2333333331","6.4179187169","2.908","0","","5.7552","","","1.1454773424","","0.034","0.4190853326","0.3668994672","","0.0910613333","0.000013008","0.0400100032","0.0272544","0.0141488376","0.0004501768","","0.000954","","0.001552","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","2184.212221468"
"2024-04-13","614.1739155498","616.864911507","365.424","130.6257580502","96.5650363168","80.8433458567","8.5810597979","45.7939915819","33.3635424792","20.3899999992","28.1301583932","33.1013475857","20.6278147578","25.6583485732","","17.6786630431","12.768","","10.2079692552","6.2333333331","6.4179816464","2.428","0","","5.7652","","","1.1454773424","","0.034","0.4134144784","0.3668976672","","0.0906836667","0.000013008","0.0400150032","0.0272544","0.0141488376","0.0004501768","","0.000947","","0.00154","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","2183.7772311045"
"2024-04-14","614.0959215355","615.9378574662","365.424","130.6257609471","96.6135673651","80.8436171346","8.5864612379","45.7939899184","33.1051956739","20.3899999992","24.5798826373","33.1054323546","20.628327477","25.9236691916","","17.6462123782","12.768","","10.2091666152","6.2333333331","6.4182192216","2.497","4.726","","5.7552","","","1.1455043424","","0.034","0.4160212778","0.3668970672","","0.0902013333","0.000013008","0.0400250032","0.0272544","0.0141488376","0.0004501768","","0.000999","","0.001536","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","2184.0438767306"
"2024-04-15","614.0299331091","616.8649133649","365.424","130.6257664966","96.6094321627","80.843592857","8.5854316379","45.7939910047","33.1047309525","20.3899999992","17.3643929845","33.099523727","20.6284270815","25.7716173203","","17.5947375036","12.768","","10.2081679752","6.2333333331","6.4177808418","2.896","11.808","","5.7572932345","","","1.1454713424","","0.034","0.4178381981","0.3668946672","","0.0896903333","0.000013008","0.0400200032","0.0272544","0.0141488376","0.0004501768","","0.001105","","0.00152","0","0","","0.0000113635","0","","0.00000042","","","0","","0","0","","","","","0","","","2184.9574833362"
"2024-04-16","613.6760391344","616.8649248345","365.424","130.6257650758","96.5597568029","81.1052618039","8.5814034779","45.7939863695","33.0917256128","20.3899999992","17.3257177881","33.1041677176","20.6285213349","25.5792367312","","17.7917205015","12.768","","10.2086748552","6.2333333331","6.417637562","2.425","11.808","","5.7552","","","1.1454863424","","0.034","0.4194260997","0.3669000672","","0.0893243333","0.000013008","0.0394594476","0.0272544","0.0141488376","0.0004501768","","0.001067","","0.001556","0","0","","0.0000113778","0","","0.00000042","0.00000125","","0","","0","0","","","","","0","","","2184.2971716949"
"2024-04-17","614.174012371","616.8649328799","365.424","130.6257642581","97.1485120895","80.8323332449","8.5837447687","45.793992495","33.5024007283","20.3899999992","17.3810017178","33.1035204737","20.6279401855","25.4924420597","","17.6410531239","12.768","","10.2082586952","6.2333333331","6.427571858","2.842","11.808","","5.7552","","","1.1455463424","9","0.034","0.4239409241","0.3668970672","","0.0889563333","0.000013008","0.0400100032","0.0273868867","0.0141488376","0.0004501768","","0.001015","","0.001536","0","0","","0.0000113635","0","","0.00000042","","","0","","0","0","","","","","0","","","2194.7719266443"
"2024-04-18","614.1480807457","616.8648641025","365.424","130.6257629595","96.6276224493","80.8249000688","8.5865920249","45.7939928726","33.0802912141","20.3899999992","17.3504055089","33.0962477774","20.6280343543","25.6003299315","","17.6754198041","12.768","","10.2092482152","6.2333333331","6.4176818616","2.11","11.808","","5.7652","","","1.1454743424","","0.034","0.4234282036","0.3668970672","","0.088634","0.000013008","0.0400150032","0.0272544","0.0141488376","0.0004501768","","0.001038","","0.001536","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","2184.1709080593"
"2024-04-19","606.7734302607","616.1123906295","365.424","130.6257689864","96.5885409175","81.0958859626","8.5850515465","45.7939937936","32.9013956162","20.3899999992","17.3028717166","33.0954944245","20.6276201477","25.8794653067","","17.5568926778","12.768","","10.2082874952","6.2333333331","6.4176617787","3.205","11.568","","5.7552","","","1.1455103424","","0.034","0.4243030866","0.3668994672","","0.0880296667","0.000013008","0.0400250032","0.0272544","0.0141488376","0.0004501768","","0.001242","","0.001552","0","0","","0.0000113778","0","","0.00000042","","","0","","0","0","","","","","0","","","2177.0517243788"
